"orig_trial","soa","Xloc","RT","trial_nr","target_loc","gaze_dir","resp_dir","cond","congr","correct","su"
56,100,510,400.03,59,"Right","Left","Right","Head shift","Incongruent",1,"su10"
54,900,510,484.61,60,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
12,900,510,302.07,61,"Right","Left","Right","Head shift","Incongruent",1,"su10"
48,900,510,371.44,62,"Right","Right","Right","Head shift","Congruent",1,"su10"
61,100,510,375.44,63,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
67,100,510,373.57,64,"Left","Right","Left","Head shift","Incongruent",1,"su10"
42,900,510,310.5,65,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
71,900,510,317.24,66,"Left","Right","Left","Head shift","Incongruent",1,"su10"
16,500,510,392.68,67,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
76,500,510,330.19,68,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
83,900,510,353.58,69,"Left","Left","Left","Head shift","Congruent",1,"su10"
66,900,510,440.4,70,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
22,500,510,380.53,71,"Right","Right","Right","Head shift","Congruent",1,"su10"
69,500,510,336.39,72,"Left","Right","Left","Head shift","Incongruent",1,"su10"
95,900,510,318.03,73,"Left","Right","Left","Head shift","Incongruent",1,"su10"
13,100,510,379.3,74,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
51,500,510,320.86,75,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
88,500,510,545.4,76,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
5,900,510,303.21,77,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
81,500,510,321.47,78,"Left","Left","Left","Head shift","Congruent",1,"su10"
35,900,510,430.07,79,"Left","Left","Left","Head shift","Congruent",1,"su10"
33,500,510,297.36,80,"Left","Left","Left","Head shift","Congruent",1,"su10"
93,500,510,435.92,81,"Left","Right","Left","Head shift","Incongruent",1,"su10"
85,100,510,383.58,82,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
8,100,510,450.54,83,"Right","Left","Right","Head shift","Incongruent",1,"su10"
44,100,510,511.58,84,"Right","Right","Right","Head shift","Congruent",1,"su10"
9,500,510,311.39,85,"Left","Left","Left","Head shift","Congruent",1,"su10"
32,100,510,408.61,86,"Right","Left","Right","Head shift","Incongruent",1,"su10"
38,100,510,663.53,87,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
57,500,510,367.89,88,"Left","Left","Left","Head shift","Congruent",1,"su10"
90,900,510,332.54,89,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
39,500,510,329.72,90,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
30,900,510,327.15,91,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
52,500,510,379.01,92,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
86,100,510,585.62,93,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
3,500,510,432.36,94,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
78,900,510,362.57,95,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
64,500,510,383.03,96,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
61,100,510,552.66,1,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
71,900,510,351.17,2,"Left","Right","Left","Head shift","Incongruent",1,"su11"
92,100,510,367.35,3,"Right","Right","Right","Head shift","Congruent",1,"su11"
45,500,510,297.72,4,"Left","Right","Left","Head shift","Incongruent",1,"su11"
17,900,510,343.35,5,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
58,500,510,285.34,6,"Right","Left","Right","Head shift","Incongruent",1,"su11"
53,900,510,334.47,7,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
81,500,510,349.76,8,"Left","Left","Left","Head shift","Congruent",1,"su11"
20,100,510,457.65,9,"Right","Right","Right","Head shift","Congruent",1,"su11"
83,900,510,369.33,10,"Left","Left","Left","Head shift","Congruent",1,"su11"
31,100,510,558.53,11,"Left","Left","Left","Head shift","Congruent",1,"su11"
79,100,510,374.47,12,"Left","Left","Left","Head shift","Congruent",1,"su11"
60,900,510,371.51,13,"Right","Left","Right","Head shift","Incongruent",1,"su11"
90,900,510,327.3,14,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
74,100,510,428.21,15,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
19,100,510,428.02,16,"Left","Right","Left","Head shift","Incongruent",1,"su11"
66,900,510,374.27,17,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
67,100,510,439.41,18,"Left","Right","Left","Head shift","Incongruent",1,"su11"
63,500,510,436.22,19,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
75,500,510,333.93,20,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
23,900,510,397.3,21,"Left","Right","Left","Head shift","Incongruent",1,"su11"
62,100,510,350.28,22,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
52,500,510,690,23,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
86,100,510,498.74,24,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
9,500,510,357.22,25,"Left","Left","Left","Head shift","Congruent",1,"su11"
80,100,510,471.93,26,"Right","Left","Right","Head shift","Incongruent",1,"su11"
1,100,510,353.57,27,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
87,500,510,413.84,28,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
36,900,510,372.33,29,"Right","Left","Right","Head shift","Incongruent",1,"su11"
54,900,510,432.95,30,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
39,500,510,344.89,31,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
26,100,510,431.82,32,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
95,900,510,352.91,33,"Left","Right","Left","Head shift","Incongruent",1,"su11"
42,900,510,435.99,34,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
21,500,510,505.59,35,"Left","Right","Left","Head shift","Incongruent",1,"su11"
7,100,510,401.78,36,"Left","Left","Left","Head shift","Congruent",1,"su11"
24,900,510,320.24,37,"Right","Right","Right","Head shift","Congruent",1,"su11"
34,500,510,427.08,38,"Right","Left","Right","Head shift","Incongruent",1,"su11"
94,500,510,368.27,39,"Right","Right","Right","Head shift","Congruent",1,"su11"
55,100,510,391.89,40,"Left","Left","Left","Head shift","Congruent",1,"su11"
8,100,510,457.37,41,"Right","Left","Right","Head shift","Incongruent",1,"su11"
41,900,510,396.55,42,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
48,900,510,381.04,43,"Right","Right","Right","Head shift","Congruent",1,"su11"
4,500,510,549.15,44,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
47,900,510,386.89,45,"Left","Right","Left","Head shift","Incongruent",1,"su11"
82,500,510,368.12,46,"Right","Left","Right","Head shift","Incongruent",1,"su11"
77,900,510,394.03,47,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
5,900,510,347.36,48,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
12,900,510,322.4,49,"Right","Left","Right","Head shift","Incongruent",1,"su11"
43,100,510,465.21,50,"Left","Right","Left","Head shift","Incongruent",1,"su11"
40,500,510,367.85,51,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
37,100,510,490.06,52,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
16,500,510,314.75,53,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
91,100,510,520.96,54,"Left","Right","Left","Head shift","Incongruent",1,"su11"
93,500,510,458.17,55,"Left","Right","Left","Head shift","Incongruent",1,"su11"
30,900,510,321.93,56,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
84,900,510,412.73,57,"Right","Left","Right","Head shift","Incongruent",1,"su11"
76,500,510,476.58,58,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
70,500,510,324.83,59,"Right","Right","Right","Head shift","Congruent",1,"su11"
56,100,510,505.7,60,"Right","Left","Right","Head shift","Incongruent",1,"su11"
32,100,510,589.65,61,"Right","Left","Right","Head shift","Incongruent",1,"su11"
2,100,510,390.4,62,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
3,500,510,402.25,63,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
59,900,510,326.96,64,"Left","Left","Left","Head shift","Congruent",1,"su11"
65,900,510,357.52,65,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
38,100,510,458.15,66,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
88,500,510,364.4,67,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
29,900,510,360.89,68,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
85,100,510,413.67,69,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
11,900,510,307.56,70,"Left","Left","Left","Head shift","Congruent",1,"su11"
13,100,510,530.37,71,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
73,100,510,338.39,72,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
96,900,510,390.04,73,"Right","Right","Right","Head shift","Congruent",1,"su11"
50,100,510,509.11,74,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
44,100,510,334.19,75,"Right","Right","Right","Head shift","Congruent",1,"su11"
15,500,510,368,76,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
64,500,510,365.54,77,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
89,900,510,310.14,78,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
78,900,510,313.84,79,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
25,100,510,568.31,80,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
27,500,510,446.92,81,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
69,500,510,410.35,82,"Left","Right","Left","Head shift","Incongruent",1,"su11"
22,500,510,359.85,83,"Right","Right","Right","Head shift","Congruent",1,"su11"
72,900,510,325.72,84,"Right","Right","Right","Head shift","Congruent",1,"su11"
10,500,510,390.99,85,"Right","Left","Right","Head shift","Incongruent",1,"su11"
35,900,510,342.71,86,"Left","Left","Left","Head shift","Congruent",1,"su11"
49,100,510,468.93,87,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
6,900,510,357.13,88,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
51,500,510,338.95,89,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
57,500,510,302.59,90,"Left","Left","Left","Head shift","Congruent",1,"su11"
28,500,510,401.2,91,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
68,100,510,361.83,92,"Right","Right","Right","Head shift","Congruent",1,"su11"
14,100,510,450.9,93,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
46,500,510,309.37,94,"Right","Right","Right","Head shift","Congruent",1,"su11"
18,900,510,376.39,95,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
33,500,510,365.06,96,"Left","Left","Left","Head shift","Congruent",1,"su11"
16,500,510,274.03,1,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
68,100,510,503.92,2,"Right","Right","Right","Head shift","Congruent",1,"su11"
61,100,510,581.38,3,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
54,900,510,339.67,4,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
64,500,510,299.71,5,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
74,100,510,443.29,6,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
37,100,510,404.19,7,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
29,900,510,332.11,8,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
91,100,510,486.04,9,"Left","Right","Left","Head shift","Incongruent",1,"su11"
89,900,510,350.26,10,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
27,500,510,307.26,11,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
13,100,510,337.66,12,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
96,900,510,487.28,13,"Right","Right","Right","Head shift","Congruent",1,"su11"
76,500,510,365.65,14,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
93,500,510,335.14,15,"Left","Right","Left","Head shift","Incongruent",1,"su11"
57,500,510,311.17,16,"Left","Left","Left","Head shift","Congruent",1,"su11"
4,500,510,386.68,17,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
30,900,510,359.65,18,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
59,900,510,279.19,19,"Left","Left","Left","Head shift","Congruent",1,"su11"
53,900,510,326.87,20,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
35,900,510,307.48,21,"Left","Left","Left","Head shift","Congruent",1,"su11"
20,100,510,367.01,22,"Right","Right","Right","Head shift","Congruent",1,"su11"
90,900,510,323.52,23,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
50,100,510,369.33,24,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
23,900,510,375.79,25,"Left","Right","Left","Head shift","Incongruent",1,"su11"
84,900,510,367.45,26,"Right","Left","Right","Head shift","Incongruent",1,"su11"
39,500,510,360.23,27,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
72,900,510,445.04,28,"Right","Right","Right","Head shift","Congruent",1,"su11"
81,500,510,299.88,29,"Left","Left","Left","Head shift","Congruent",1,"su11"
3,500,510,499.07,30,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
86,100,510,288.48,31,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
8,100,510,385.55,32,"Right","Left","Right","Head shift","Incongruent",1,"su11"
73,100,510,352.18,33,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
88,500,510,472.03,34,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
36,900,510,283.43,35,"Right","Left","Right","Head shift","Incongruent",1,"su11"
78,900,510,363.92,36,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
95,900,510,373.7,37,"Left","Right","Left","Head shift","Incongruent",1,"su11"
2,100,510,457.51,38,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
7,100,510,350.61,39,"Left","Left","Left","Head shift","Congruent",1,"su11"
60,900,510,342.44,40,"Right","Left","Right","Head shift","Incongruent",1,"su11"
77,900,510,294.49,41,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
22,500,510,316.44,42,"Right","Right","Right","Head shift","Congruent",1,"su11"
34,500,510,340.77,43,"Right","Left","Right","Head shift","Incongruent",1,"su11"
69,500,510,342.07,44,"Left","Right","Left","Head shift","Incongruent",1,"su11"
9,500,510,361.26,45,"Left","Left","Left","Head shift","Congruent",1,"su11"
82,500,510,456.56,46,"Right","Left","Right","Head shift","Incongruent",1,"su11"
83,900,510,358.6,47,"Left","Left","Left","Head shift","Congruent",1,"su11"
66,900,510,501.44,48,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
32,100,510,450.59,49,"Right","Left","Right","Head shift","Incongruent",1,"su11"
48,900,510,352.53,50,"Right","Right","Right","Head shift","Congruent",1,"su11"
40,500,510,433.13,51,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
31,100,510,668.7,52,"Left","Left","Left","Head shift","Congruent",1,"su11"
25,100,510,369.52,53,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
18,900,510,360.54,54,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
51,500,510,378.95,55,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
42,900,510,276.3,56,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
56,100,510,407.5,57,"Right","Left","Right","Head shift","Incongruent",1,"su11"
79,100,510,364.91,58,"Left","Left","Left","Head shift","Congruent",1,"su11"
87,500,510,780.82,59,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
58,500,510,374.93,60,"Right","Left","Right","Head shift","Incongruent",1,"su11"
46,500,510,321.97,61,"Right","Right","Right","Head shift","Congruent",1,"su11"
55,100,510,385.57,62,"Left","Left","Left","Head shift","Congruent",1,"su11"
28,500,510,357.03,63,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
10,500,510,355.29,64,"Right","Left","Right","Head shift","Incongruent",1,"su11"
52,500,510,493.9,65,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
75,500,510,355.45,66,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
65,900,510,524.49,67,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
70,500,510,508.47,68,"Right","Right","Right","Head shift","Congruent",1,"su11"
14,100,510,371.9,69,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
94,500,510,345.52,70,"Right","Right","Right","Head shift","Congruent",1,"su11"
67,100,510,397.52,71,"Left","Right","Left","Head shift","Incongruent",1,"su11"
63,500,510,2098.54,72,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
41,900,510,314.64,73,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
6,900,510,350.8,74,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
44,100,510,360.09,75,"Right","Right","Right","Head shift","Congruent",1,"su11"
47,900,510,352.93,76,"Left","Right","Left","Head shift","Incongruent",1,"su11"
33,500,510,313.64,77,"Left","Left","Left","Head shift","Congruent",1,"su11"
85,100,510,527.51,78,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
17,900,510,360.36,79,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
71,900,510,329.73,80,"Left","Right","Left","Head shift","Incongruent",1,"su11"
24,900,510,336.69,81,"Right","Right","Right","Head shift","Congruent",1,"su11"
62,100,510,477.35,82,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
49,100,510,296.65,83,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
45,500,510,340.03,84,"Left","Right","Left","Head shift","Incongruent",1,"su11"
21,500,510,408.16,85,"Left","Right","Left","Head shift","Incongruent",1,"su11"
19,100,510,428.6,86,"Left","Right","Left","Head shift","Incongruent",1,"su11"
26,100,510,417.85,87,"Right","Left","Right","Gaze shift","Incongruent",1,"su11"
38,100,510,338.35,88,"Right","Right","Right","Gaze shift","Congruent",1,"su11"
43,100,510,353.86,89,"Left","Right","Left","Head shift","Incongruent",1,"su11"
5,900,510,517.52,90,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
11,900,510,366.86,91,"Left","Left","Left","Head shift","Congruent",1,"su11"
1,100,510,396.99,92,"Left","Left","Left","Gaze shift","Congruent",1,"su11"
12,900,510,388.73,93,"Right","Left","Right","Head shift","Incongruent",1,"su11"
15,500,510,361.29,94,"Left","Right","Left","Gaze shift","Incongruent",1,"su11"
80,100,510,450.28,95,"Right","Left","Right","Head shift","Incongruent",1,"su11"
92,100,510,487.07,96,"Right","Right","Right","Head shift","Congruent",1,"su11"
91,100,510,619.67,1,"Left","Right","Left","Head shift","Incongruent",1,"su12"
30,900,510,452.96,2,"Right","Left","Right","Gaze shift","Incongruent",1,"su12"
96,900,510,498.35,3,"Right","Right","Right","Head shift","Congruent",1,"su12"
88,500,510,592.16,4,"Right","Right","Right","Gaze shift","Congruent",1,"su12"
